iter	Passed	Remaining
441	1296	1636
442	1298	1633
443	1301	1630
444	1304	1627
445	1307	1624
446	1310	1621
447	1313	1618
448	1316	1615
449	1319	1612
450	1322	1609
451	1324	1606
452	1327	1603
453	1330	1600
454	1333	1597
455	1336	1594
456	1339	1591
457	1342	1588
458	1345	1585
459	1348	1582
460	1351	1579
461	1354	1576
462	1356	1573
463	1359	1570
464	1362	1567
465	1365	1565
466	1368	1562
467	1371	1559
468	1374	1556
469	1377	1553
470	1380	1550
471	1383	1547
472	1386	1544
473	1389	1541
474	1392	1538
475	1395	1535
476	1397	1532
477	1400	1529
478	1403	1526
479	1406	1524
480	1409	1521
481	1412	1518
482	1415	1515
483	1418	1512
484	1421	1509
485	1424	1506
486	1427	1503
487	1430	1500
488	1433	1498
489	1436	1495
490	1439	1492
491	1442	1489
492	1445	1486
493	1448	1483
494	1451	1480
495	1453	1477
496	1456	1474
497	1459	1471
498	1462	1468
499	1465	1465
500	1468	1462
501	1471	1459
502	1474	1457
503	1477	1453
504	1480	1450
505	1483	1447
506	1486	1445
507	1488	1441
508	1491	1439
509	1494	1436
510	1498	1433
511	1500	1430
512	1503	1427
513	1506	1424
514	1509	1421
515	1512	1418
516	1515	1415
517	1518	1412
518	1521	1409
519	1524	1407
520	1527	1404
521	1529	1400
522	1532	1398
523	1535	1395
524	1538	1392
525	1541	1389
526	1544	1386
527	1547	1383
528	1550	1380
529	1553	1377
530	1555	1374
531	1558	1371
532	1561	1368
533	1564	1365
534	1567	1362
535	1570	1359
536	1573	1356
537	1576	1353
538	1578	1350
539	1581	1347
540	1584	1344
541	1587	1341
542	1590	1338
543	1593	1335
544	1596	1332
545	1599	1329
546	1602	1326
547	1605	1323
548	1608	1321
549	1610	1318
550	1613	1315
551	1616	1312
552	1619	1309
553	1622	1306
554	1625	1303
555	1628	1300
556	1631	1297
557	1633	1294
558	1636	1291
559	1639	1288
560	1642	1285
561	1645	1282
562	1648	1279
563	1651	1276
564	1654	1273
565	1657	1270
566	1660	1267
567	1662	1264
568	1665	1261
569	1668	1258
570	1671	1255
571	1674	1252
572	1677	1249
573	1680	1246
574	1682	1243
575	1685	1241
576	1688	1238
577	1691	1235
578	1694	1232
579	1697	1229
580	1700	1226
581	1703	1223
582	1706	1220
583	1709	1217
584	1712	1214
585	1715	1211
586	1718	1208
587	1721	1205
588	1724	1203
589	1727	1200
590	1730	1197
591	1732	1194
592	1735	1191
593	1738	1188
594	1741	1185
595	1744	1182
596	1747	1179
597	1750	1176
598	1753	1173
599	1756	1170
600	1759	1167
601	1762	1165
602	1765	1162
603	1768	1159
604	1771	1156
605	1773	1153
606	1776	1150
607	1779	1147
608	1782	1144
609	1785	1141
610	1788	1138
611	1791	1135
612	1794	1132
613	1797	1129
614	1799	1126
615	1802	1123
616	1805	1120
617	1808	1117
618	1811	1115
619	1814	1111
620	1817	1109
621	1820	1106
622	1822	1103
623	1825	1100
624	1828	1097
625	1831	1094
626	1834	1091
627	1837	1088
628	1840	1085
629	1843	1082
630	1846	1079
631	1849	1076
632	1852	1073
633	1854	1070
634	1857	1067
635	1860	1064
636	1863	1061
637	1866	1058
638	1869	1055
639	1872	1053
640	1874	1050
641	1877	1047
642	1880	1044
643	1883	1041
644	1886	1038
645	1889	1035
646	1892	1032
647	1895	1029
648	1898	1026
649	1901	1023
650	1904	1020
651	1907	1017
652	1910	1015
653	1913	1012
654	1916	1009
655	1919	1006
656	1922	1003
657	1924	1000
658	1927	997
659	1930	994
660	1934	991
661	1936	988
662	1940	986
663	1943	983
664	1946	980
665	1949	977
666	1951	974
667	1954	971
668	1957	968
669	1960	965
670	1963	962
671	1966	959
672	1969	956
673	1972	953
674	1975	951
675	1978	948
676	1980	945
677	1983	942
678	1986	939
679	1990	936
680	1992	933
681	1995	930
682	1998	927
683	2001	924
684	2004	921
685	2007	918
686	2009	915
687	2012	912
688	2015	909
689	2018	906
690	2021	903
691	2024	901
692	2027	898
693	2030	895
694	2032	892
695	2035	889
696	2038	886
697	2041	883
698	2044	880
699	2047	877
700	2050	874
701	2053	871
702	2056	868
703	2059	865
704	2062	862
705	2065	860
706	2068	857
707	2071	854
708	2074	851
709	2076	848
710	2079	845
711	2082	842
712	2085	839
713	2088	836
714	2091	833
715	2094	830
716	2097	827
717	2100	824
718	2103	821
719	2106	819
720	2109	816
721	2111	813
722	2115	810
723	2117	807
724	2120	804
725	2123	801
726	2126	798
727	2128	795
728	2131	792
729	2134	789
730	2137	786
731	2140	783
732	2143	780
733	2146	777
734	2149	774
735	2152	771
736	2155	769
737	2158	766
738	2161	763
739	2163	760
740	2166	757
741	2169	754
742	2172	751
743	2175	748
744	2178	745
745	2181	742
746	2184	739
747	2187	736
748	2189	733
749	2192	730
750	2195	727
751	2198	725
752	2201	722
753	2204	719
754	2207	716
755	2210	713
756	2213	710
757	2216	707
758	2219	704
759	2222	701
760	2225	698
761	2228	695
762	2231	693
763	2234	690
764	2237	687
765	2240	684
766	2243	681
767	2246	678
768	2249	675
769	2252	672
770	2255	669
771	2257	666
772	2260	663
773	2263	660
774	2266	658
775	2269	655
776	2272	652
777	2275	649
778	2278	646
779	2281	643
780	2284	640
781	2287	637
782	2290	634
783	2293	631
784	2296	628
785	2299	626
786	2302	623
787	2305	620
788	2308	617
789	2311	614
790	2313	611
791	2316	608
792	2319	605
793	2322	602
794	2325	599
795	2328	596
796	2331	593
797	2334	590
798	2337	588
799	2340	585
800	2343	582
801	2346	579
802	2349	576
803	2352	573
804	2355	570
805	2358	567
806	2361	564
807	2364	561
808	2367	558
809	2369	555
810	2372	552
811	2375	550
812	2378	547
813	2381	544
814	2384	541
815	2387	538
816	2390	535
817	2393	532
818	2396	529
819	2399	526
820	2402	523
821	2405	520
822	2408	517
823	2410	514
824	2413	512
825	2416	509
826	2419	506
827	2422	503
828	2425	500
829	2428	497
830	2431	494
831	2434	491
832	2437	488
833	2440	485
834	2443	482
835	2446	479
836	2449	477
837	2452	474
838	2455	471
839	2458	468
840	2461	465
841	2464	462
842	2467	459
843	2469	456
844	2472	453
845	2475	450
846	2478	447
847	2481	444
848	2484	441
849	2487	439
850	2490	436
851	2493	433
852	2496	430
853	2499	427
854	2502	424
855	2505	421
856	2508	418
857	2511	415
858	2514	412
859	2517	409
860	2520	406
861	2523	403
862	2526	401
863	2529	398
864	2532	395
865	2535	392
866	2538	389
867	2541	386
868	2544	383
869	2546	380
870	2549	377
871	2552	374
872	2555	371
873	2558	368
874	2561	365
875	2564	363
876	2567	360
877	2570	357
878	2573	354
879	2576	351
880	2579	348
881	2582	345
882	2585	342
883	2587	339
884	2590	336
885	2593	333
886	2596	330
887	2599	327
888	2602	324
889	2605	322
890	2608	319
891	2611	316
892	2614	313
893	2617	310
894	2620	307
895	2623	304
896	2626	301
897	2629	298
898	2632	295
899	2635	292
900	2638	289
901	2640	286
902	2643	284
903	2646	281
904	2650	278
905	2653	275
906	2656	272
907	2658	269
908	2661	266
909	2664	263
910	2667	260
911	2670	257
912	2673	254
913	2676	251
914	2678	248
915	2681	245
916	2684	243
917	2688	240
918	2690	237
919	2693	234
920	2696	231
921	2699	228
922	2702	225
923	2705	222
924	2708	219
925	2711	216
926	2713	213
927	2716	210
928	2719	207
929	2721	204
930	2724	201
931	2726	198
932	2729	196
933	2732	193
934	2735	190
935	2738	187
936	2741	184
937	2744	181
938	2747	178
939	2750	175
940	2753	172
941	2756	169
942	2758	166
943	2761	163
944	2764	160
945	2767	157
946	2770	155
947	2773	152
948	2776	149
949	2779	146
950	2782	143
951	2785	140
952	2787	137
953	2790	134
954	2793	131
955	2796	128
956	2799	125
957	2801	122
958	2804	119
959	2807	116
960	2810	114
961	2813	111
962	2816	108
963	2819	105
964	2822	102
965	2825	99
966	2828	96
967	2830	93
968	2833	90
969	2836	87
970	2839	84
971	2843	81
972	2845	78
973	2848	76
974	2851	73
975	2854	70
976	2857	67
977	2860	64
978	2864	61
979	2866	58
980	2869	55
981	2872	52
982	2875	49
983	2878	46
984	2881	43
985	2884	40
986	2887	38
987	2889	35
988	2892	32
989	2895	29
990	2898	26
991	2901	23
992	2904	20
993	2907	17
994	2910	14
995	2913	11
996	2916	8
997	2918	5
998	2921	2
999	2924	0
