iter	Logloss
336	0.159135838
337	0.1590572143
338	0.1590030193
339	0.1589335148
340	0.1588952252
341	0.1588311501
342	0.1587216592
343	0.1586650712
344	0.15862651
345	0.158574917
346	0.1584109109
347	0.1583975246
348	0.1582904757
349	0.1582333711
350	0.1581866984
351	0.1581176
352	0.1580541697
353	0.1580080044
354	0.1579017301
355	0.1578698341
356	0.1578112062
357	0.1577181524
358	0.1576906077
359	0.1575921152
360	0.1574755178
361	0.1573745038
362	0.1573131022
363	0.157266096
364	0.157176061
365	0.1571180143
366	0.1570218398
367	0.1569661369
368	0.1569342736
369	0.1568831469
370	0.1567855002
371	0.1567347663
372	0.1565585195
373	0.1565202843
374	0.1564178123
375	0.1563797069
376	0.156280495
377	0.1562481221
378	0.1560952429
379	0.1560154091
380	0.1559717218
381	0.1558912311
382	0.1558278467
383	0.1556807512
384	0.1555928607
385	0.1555006009
386	0.1554471242
387	0.1553146844
388	0.1552129726
389	0.1551269095
390	0.1551133253
391	0.1549547331
392	0.1549100408
393	0.1548140812
394	0.1547412773
395	0.1546576139
396	0.1545836322
397	0.1545621414
398	0.1544770426
399	0.1543985863
400	0.1543039315
401	0.1542074458
402	0.1541821629
403	0.1540754857
404	0.1540007781
405	0.1539741818
406	0.1538561732
407	0.153767947
408	0.1536862738
409	0.1536065293
410	0.1535446543
411	0.1534649362
412	0.1534253193
413	0.1534045115
414	0.1533323447
415	0.1532445782
416	0.1531753473
417	0.1531213724
418	0.1530581737
419	0.1529905292
420	0.1529730726
421	0.1529515406
422	0.1528891937
423	0.152801181
424	0.1526816094
425	0.1526077859
426	0.1525460291
427	0.152466166
428	0.1523459195
429	0.1522846194
430	0.1522226959
431	0.1521551951
432	0.1520769834
433	0.1520486071
434	0.1519552931
435	0.1518549086
436	0.1517505023
437	0.1516625094
438	0.1516391903
439	0.1516138009
440	0.1515560001
441	0.1515524413
442	0.1514959163
443	0.1514626072
444	0.1514364366
445	0.1513180373
446	0.1512615641
447	0.1511871991
448	0.1510912447
449	0.1510700944
450	0.1510388611
451	0.1509744394
452	0.1509101813
453	0.150858245
454	0.1507146942
455	0.1506292189
456	0.150561999
457	0.1504514492
458	0.1503515496
459	0.150259077
460	0.1501382144
461	0.1500599028
462	0.1499910165
463	0.1499383592
464	0.1498607142
465	0.1498105869
466	0.1497615051
467	0.1497225865
468	0.1496641097
469	0.1495779905
470	0.1495159566
471	0.1494905051
472	0.1493700788
473	0.1493517066
474	0.1492755163
475	0.1491874748
476	0.1491545729
477	0.1490837604
478	0.1490076458
479	0.1489266023
480	0.1488349654
481	0.1487355304
482	0.1486549791
483	0.1485936491
484	0.1485117741
485	0.1484927175
486	0.148422827
487	0.14834085
488	0.1482782636
489	0.1482413576
490	0.1481713889
491	0.1481232872
492	0.1480367598
493	0.1478982994
494	0.1478178041
495	0.1477908636
496	0.1476924859
497	0.1476420455
498	0.1475764834
499	0.1474662921
500	0.1474144688
501	0.1473804341
502	0.14729761
503	0.1471594319
504	0.1471224742
505	0.1470550343
506	0.1469067554
507	0.1468569623
508	0.1467864775
509	0.1467048712
510	0.1466344542
511	0.1465559717
512	0.1465171859
513	0.1464615095
514	0.14639717
515	0.1463604941
516	0.1462968462
517	0.1462669942
518	0.1462379985
519	0.1461492695
520	0.1460714669
521	0.1460265413
522	0.145980201
523	0.1459292416
524	0.1458698643
525	0.1457772464
526	0.1457149854
527	0.1456291436
528	0.1455765417
529	0.1455357511
530	0.1454131465
531	0.1453797912
532	0.1452377017
533	0.1452165142
534	0.1451580007
535	0.1451264159
536	0.1450550349
537	0.1450085003
538	0.1449635688
539	0.1448978844
540	0.144831097
541	0.1447037078
542	0.144695524
543	0.144654762
544	0.1446056824
545	0.1445790733
546	0.1445373435
547	0.1445118705
548	0.1444339118
549	0.1443834396
550	0.1442725394
551	0.1442143968
552	0.1441491746
553	0.1440953606
554	0.1440117344
555	0.1439301746
556	0.1439008518
557	0.1438648449
558	0.1438151632
559	0.1437889423
560	0.1437501297
561	0.1436397041
562	0.1435812536
563	0.1435574632
564	0.1434898759
565	0.1434475856
566	0.1433288449
567	0.1432447828
568	0.1431968168
569	0.1431692848
570	0.1430609837
571	0.1429956791
572	0.1429365333
573	0.1429087711
574	0.1428477445
575	0.1427914042
576	0.1427634844
577	0.1426956998
578	0.1426727208
579	0.1425672065
580	0.1425479086
581	0.1424528509
582	0.1424242961
583	0.1423014785
584	0.1422714156
585	0.1421713783
586	0.1421369135
587	0.1420333076
588	0.1419949859
589	0.1418350973
590	0.1417863159
591	0.141724968
592	0.1416476203
593	0.1415537714
594	0.1414884265
595	0.1414632902
596	0.1414252197
597	0.1413261266
598	0.141251571
599	0.1412131445
600	0.1411227837
601	0.141093964
602	0.141068598
603	0.140978813
604	0.1409120147
605	0.1408498882
606	0.1408049649
607	0.1407209743
608	0.1406640469
609	0.14058221
610	0.1405627272
611	0.1404936123
612	0.1404652355
613	0.1404234307
614	0.1403694698
615	0.1403367323
616	0.1402560147
617	0.1402536452
618	0.1401729881
619	0.1401294248
620	0.1400647661
621	0.1400047002
622	0.1399197486
623	0.1398571342
624	0.1398465471
625	0.1398037468
626	0.1396563463
627	0.1396050407
628	0.1395009907
629	0.1394430914
630	0.1393251798
631	0.1392758554
632	0.1392701828
633	0.1392192696
634	0.1392138518
635	0.139149544
636	0.1390976282
637	0.1390915245
638	0.1390782362
639	0.1390233584
640	0.1389274005
641	0.138866565
642	0.1388063903
643	0.1387961033
644	0.1387651783
645	0.1387293014
646	0.1386611224
647	0.1386583215
648	0.1386110906
649	0.1385440368
650	0.1385412535
651	0.1384954854
652	0.1384861142
653	0.1384639607
654	0.1383573251
655	0.1383401123
656	0.1382746275
657	0.1381391337
658	0.1380830517
659	0.1380223573
660	0.1379645385
661	0.1379456646
662	0.1379262437
663	0.1379237509
664	0.1378667152
665	0.1377603214
666	0.1377515158
667	0.1376935695
668	0.1376913673
669	0.1376016758
670	0.1375743476
671	0.1375717581
672	0.1375630474
673	0.1375323417
674	0.1374040885
675	0.1373539923
676	0.1373307244
677	0.1372471469
678	0.1372063916
679	0.1371677304
680	0.1371461772
681	0.13711179
682	0.1371043745
683	0.137087799
684	0.137076402
685	0.1370535544
686	0.1369861061
687	0.1369714507
688	0.1369060733
689	0.1368312908
690	0.1367681114
691	0.1367298919
692	0.1366816807
693	0.1366672364
694	0.136651083
695	0.1366415975
696	0.136631372
697	0.1365740722
698	0.1365314965
699	0.1365057238
700	0.1364501292
701	0.136394027
702	0.1363606215
703	0.1362883703
704	0.1362078182
705	0.1360949848
706	0.1360921136
707	0.1360886244
708	0.1360799226
709	0.1360419794
710	0.1360097816
711	0.1359466986
712	0.1359322076
713	0.1358442138
714	0.1358193127
715	0.1357656115
716	0.1357121319
717	0.1357038265
718	0.1356904657
719	0.1356451519
720	0.1355802494
721	0.135522942
722	0.1355151562
723	0.1354279935
724	0.135368975
725	0.1353109327
726	0.1352990776
727	0.1352772077
728	0.1352245401
729	0.1352132049
730	0.1352114079
731	0.1351616552
732	0.1351555603
733	0.1351167688
734	0.1350765104
735	0.1350164994
736	0.1349573918
737	0.1349097533
738	0.1348850935
739	0.1348318547
740	0.1347986529
741	0.1347969794
742	0.1347530042
743	0.1347428715
744	0.1346823166
745	0.1346359273
746	0.1345760944
747	0.1345641778
748	0.1345624163
749	0.1345141788
750	0.134464137
751	0.1343761034
752	0.1343445044
753	0.1342926464
754	0.1342675027
755	0.1342531896
756	0.1342278214
757	0.1341855687
758	0.1341443174
759	0.1341292427
760	0.1340740572
761	0.1340553574
762	0.1340308969
763	0.1339738084
764	0.1339310815
765	0.1338903089
766	0.1338634613
767	0.1338169141
768	0.1337710632
769	0.1337480942
770	0.133632851
771	0.1335951331
772	0.1335556499
773	0.1335540291
774	0.1335420949
775	0.1334987106
776	0.1334472549
777	0.1334167356
778	0.1333743791
779	0.1333687614
780	0.1333250704
781	0.1332880119
782	0.1332714227
783	0.1332367587
784	0.133231342
785	0.1331859179
786	0.1331570234
787	0.1330777712
788	0.1330436329
789	0.1329910043
790	0.1329075057
791	0.1328757327
792	0.1327635282
793	0.1327226353
794	0.1326838496
795	0.1325974459
796	0.132546325
797	0.1324927138
798	0.1324811762
799	0.1323697099
800	0.1323208436
801	0.132277203
802	0.1321862934
803	0.132146942
804	0.1321342239
805	0.1321287811
806	0.1320936062
807	0.132041088
808	0.1319940396
809	0.1319640585
810	0.1319603594
811	0.1318938924
812	0.1318818107
813	0.1318422975
814	0.1318079805
815	0.131798213
816	0.1317281042
817	0.1316865452
818	0.1316814103
819	0.1316287491
820	0.1315742878
821	0.1315690385
822	0.1315219071
823	0.1315060786
824	0.1315010231
825	0.1314595554
826	0.1313952627
827	0.1313858389
828	0.1313457319
829	0.1312866821
830	0.131244293
831	0.1312157615
832	0.1311785826
833	0.1311088219
834	0.1311052815
835	0.1311004549
836	0.131067444
837	0.1310576854
838	0.1310041791
839	0.1309995199
840	0.1309668446
841	0.1309170438
842	0.1309120764
843	0.1309077078
844	0.1308762104
845	0.1308688825
846	0.1308442889
847	0.1308105234
848	0.1307834629
849	0.1306982316
850	0.1306697833
851	0.1306372782
852	0.130626427
853	0.1305761363
854	0.1305122441
855	0.1304943918
856	0.1304598612
857	0.1304082911
858	0.1303798927
859	0.1303402838
860	0.1302799907
861	0.1302511378
862	0.1301912451
863	0.1301693289
864	0.1300940355
865	0.1300134188
866	0.1300075442
867	0.1299774142
868	0.1299256625
869	0.1298536125
870	0.1298182421
871	0.1298075949
872	0.1297308221
873	0.1297254314
874	0.1296880238
875	0.1296035666
876	0.1295591396
877	0.1295316603
878	0.1294961981
879	0.1294533543
880	0.1293780056
881	0.1293131039
882	0.129302218
883	0.1292394027
884	0.1291872771
885	0.129178452
886	0.1291401205
887	0.1289928479
888	0.1289592379
889	0.1289195614
890	0.1288522371
891	0.1288446802
892	0.1287954123
893	0.1287232419
894	0.1287220615
895	0.128695518
896	0.128671135
897	0.1286593251
898	0.1286258042
899	0.128592207
900	0.1285231717
901	0.1284661544
902	0.1284369855
903	0.128409866
904	0.1283656447
905	0.1283224596
906	0.1283211913
907	0.1283181247
908	0.1282832974
909	0.1282807417
910	0.1282731308
911	0.1282462794
912	0.1281672736
913	0.1281608435
914	0.1280850881
915	0.128063388
916	0.1280550211
917	0.1280148533
918	0.127962989
919	0.1279537143
920	0.127873848
921	0.127870184
922	0.1278147701
923	0.1277575227
924	0.1277382602
925	0.1277161505
926	0.127712513
927	0.1276707236
928	0.1276071685
929	0.1275619148
930	0.127475625
931	0.1274106398
932	0.1273778969
933	0.1273588809
934	0.1273551466
935	0.1273146181
936	0.127226236
937	0.1271641834
938	0.1270915852
939	0.1270692391
940	0.1270623792
941	0.1270403922
942	0.1269668154
943	0.1269157475
944	0.1268901547
945	0.1268818932
946	0.1268625417
947	0.1268182003
948	0.1267544411
949	0.1267164439
950	0.1266504073
951	0.1266064562
952	0.126548276
953	0.1265445241
954	0.1265245194
955	0.1264502692
956	0.1264134262
957	0.1263909147
958	0.1263542243
959	0.12635108
960	0.1263053136
961	0.1262815138
962	0.1262107887
963	0.1261461784
964	0.1260681983
965	0.1260325993
966	0.1259769574
967	0.1259735665
968	0.12589548
969	0.1258558145
970	0.1258158312
971	0.1257773979
972	0.1257483641
973	0.1256977632
974	0.1256731976
975	0.1256569069
976	0.1255963641
977	0.1255578383
978	0.1255092158
979	0.125444126
980	0.1254206381
981	0.1253847295
982	0.1253809512
983	0.1253571368
984	0.1253199723
985	0.1252609755
986	0.125226141
987	0.1252039574
988	0.1251742505
989	0.1251684376
990	0.1251138414
991	0.1250896142
992	0.125022112
993	0.1249884632
994	0.1249452055
995	0.1248994562
996	0.1248446846
997	0.1248176902
998	0.124776026
999	0.1246427835
